Year,State,District,Crop,Season,Area,Production
1999,ANDHRA PRADESH                ,KHAMMAM,Moong,Rabi,2122,711
1999,ANDHRA PRADESH                ,KHAMMAM,Ragi,Kharif,8,8
1999,ANDHRA PRADESH                ,KHAMMAM,Ragi,Rabi,4,7
1999,ANDHRA PRADESH                ,KHAMMAM,Rice,Kharif,166514,373491
1999,ANDHRA PRADESH                ,KHAMMAM,Rice,Rabi,11001,26523
1999,ANDHRA PRADESH                ,KHAMMAM,Sesamum,Kharif,8601,1282
1999,ANDHRA PRADESH                ,KHAMMAM,Sesamum,Rabi,1071,156
1999,ANDHRA PRADESH                ,KHAMMAM,Sugarcane,Whole year,4157,282732
1999,ANDHRA PRADESH                ,KHAMMAM,Sunflower,Kharif,525,389
1999,ANDHRA PRADESH                ,KHAMMAM,Tobacco,Whole year,5598,8358
1999,ANDHRA PRADESH                ,KHAMMAM,Urad,Kharif,522,311
1999,ANDHRA PRADESH                ,KHAMMAM,Urad,Rabi,3386,1754
1999,ANDHRA PRADESH                ,KRISHNA,Cotton(lint),Kharif,31696,52392
1999,ANDHRA PRADESH                ,KRISHNA,Dry chillies,Whole year,12985,38332
1999,ANDHRA PRADESH                ,KRISHNA,Gram,Rabi,34,38
1999,ANDHRA PRADESH                ,KRISHNA,Groundnut,Kharif,3674,3810
1999,ANDHRA PRADESH                ,KRISHNA,Groundnut,Rabi,6809,13223
1999,ANDHRA PRADESH                ,KRISHNA,Horse-gram,Rabi,586,213
1999,ANDHRA PRADESH                ,KRISHNA,Jowar,Rabi,93,24
1999,ANDHRA PRADESH                ,KRISHNA,Maize,Kharif,5147,14623
1999,ANDHRA PRADESH                ,KRISHNA,Maize,Rabi,2301,11139
1999,ANDHRA PRADESH                ,KRISHNA,Masoor,Kharif,10307,7978
1999,ANDHRA PRADESH                ,KRISHNA,Moong,Kharif,24856,17648
1999,ANDHRA PRADESH                ,KRISHNA,Moong,Rabi,2381,979
1999,ANDHRA PRADESH                ,KRISHNA,Onion,Whole year,105,1735
1999,ANDHRA PRADESH                ,KRISHNA,Ragi,Rabi,1,2
1999,ANDHRA PRADESH                ,KRISHNA,Rapeseed &Mustard,Rabi,13,2
1999,ANDHRA PRADESH                ,KRISHNA,Rice,Kharif,278415,834490
1999,ANDHRA PRADESH                ,KRISHNA,Rice,Rabi,127888,457596
1999,ANDHRA PRADESH                ,KRISHNA,Safflower,Rabi,12,3
1999,ANDHRA PRADESH                ,KRISHNA,Sesamum,Kharif,2644,637
1999,ANDHRA PRADESH                ,KRISHNA,Sesamum,Rabi,320,74
1999,ANDHRA PRADESH                ,KRISHNA,Sugarcane,Whole year,15572,1825668
1999,ANDHRA PRADESH                ,KRISHNA,Tobacco,Whole year,3693,3711
1999,ANDHRA PRADESH                ,KRISHNA,Urad,Kharif,2957,1804
1999,ANDHRA PRADESH                ,KRISHNA,Urad,Rabi,82454,73054
1999,ANDHRA PRADESH                ,KURNOOL,Bajra,Kharif,15261,9187
1999,ANDHRA PRADESH                ,KURNOOL,Bajra,Rabi,559,337
1999,ANDHRA PRADESH                ,KURNOOL,Castor seed,Kharif,1598,302
1999,ANDHRA PRADESH                ,KURNOOL,Cotton(lint),Kharif,106402,118294
1999,ANDHRA PRADESH                ,KURNOOL,Dry chillies,Whole year,13207,18601
1999,ANDHRA PRADESH                ,KURNOOL,Gram,Rabi,61739,27412
1999,ANDHRA PRADESH                ,KURNOOL,Groundnut,Kharif,195335,100793
1999,ANDHRA PRADESH                ,KURNOOL,Groundnut,Rabi,30282,55053
1999,ANDHRA PRADESH                ,KURNOOL,Horse-gram,Kharif,15,7
1999,ANDHRA PRADESH                ,KURNOOL,Horse-gram,Rabi,1620,494
1999,ANDHRA PRADESH                ,KURNOOL,Jowar,Kharif,12603,7952
1999,ANDHRA PRADESH                ,KURNOOL,Jowar,Rabi,105751,99194
1999,ANDHRA PRADESH                ,KURNOOL,Linseed,Rabi,6,1
1999,ANDHRA PRADESH                ,KURNOOL,Maize,Kharif,669,1901
1999,ANDHRA PRADESH                ,KURNOOL,Maize,Rabi,134,649
1999,ANDHRA PRADESH                ,KURNOOL,Masoor,Kharif,28051,7490
1999,ANDHRA PRADESH                ,KURNOOL,Masoor,Rabi,325,87
1999,ANDHRA PRADESH                ,KURNOOL,Moong,Kharif,6972,4950
1999,ANDHRA PRADESH                ,KURNOOL,Moong,Rabi,400,103
1999,ANDHRA PRADESH                ,KURNOOL,Onion,Whole year,10678,156507
1999,ANDHRA PRADESH                ,KURNOOL,Ragi,Kharif,73,87
1999,ANDHRA PRADESH                ,KURNOOL,Rapeseed &Mustard,Rabi,1968,470
1999,ANDHRA PRADESH                ,KURNOOL,Rice,Kharif,81640,225431
1999,ANDHRA PRADESH                ,KURNOOL,Rice,Rabi,12430,35695
1999,ANDHRA PRADESH                ,KURNOOL,Safflower,Rabi,2208,726
1999,ANDHRA PRADESH                ,KURNOOL,Sesamum,Kharif,402,97
1999,ANDHRA PRADESH                ,KURNOOL,Sesamum,Rabi,361,83
1999,ANDHRA PRADESH                ,KURNOOL,Sugarcane,Whole year,176,15620
1999,ANDHRA PRADESH                ,KURNOOL,Tobacco,Whole year,61,61
1999,ANDHRA PRADESH                ,KURNOOL,Urad,Kharif,1578,963
1999,ANDHRA PRADESH                ,KURNOOL,Urad,Rabi,1332,880
1999,ANDHRA PRADESH                ,KURNOOL,Wheat,Rabi,789,529
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Bajra,Kharif,16554,7946
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Bajra,Rabi,84,40
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Castor seed,Kharif,155526,34838
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Cotton(lint),Kharif,54897,39720
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Dry chillies,Whole year,14251,17035
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Gram,Rabi,2714,1791
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Groundnut,Kharif,90584,31704
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Groundnut,Rabi,32551,31021
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Horse-gram,Kharif,9413,2598
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Horse-gram,Rabi,2563,915
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Jowar,Kharif,109562,58506
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Jowar,Rabi,56226,33061
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Maize,Kharif,34862,106225
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Maize,Rabi,774,2976
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Masoor,Kharif,61119,20169
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Moong,Kharif,31000,7936
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Onion,Whole year,2785,33142
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Ragi,Kharif,12232,8978
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Ragi,Rabi,693,1190
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Rice,Kharif,92732,154677
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Rice,Rabi,40342,71083
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Safflower,Rabi,1113,510
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Sesamum,Kharif,1704,358
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Sugarcane,Whole year,23,1508
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Urad,Kharif,1507,897
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Urad,Rabi,2,1
1999,ANDHRA PRADESH                ,MAHABOOBNAGAR,Wheat,Rabi,137,92
1999,ANDHRA PRADESH                ,MEDAK,Bajra,Kharif,1471,861
1999,ANDHRA PRADESH                ,MEDAK,Castor seed,Kharif,1417,316
1999,ANDHRA PRADESH                ,MEDAK,Cotton(lint),Kharif,13815,21373
1999,ANDHRA PRADESH                ,MEDAK,Dry chillies,Whole year,10045,9923
1999,ANDHRA PRADESH                ,MEDAK,Gram,Rabi,19747,13033
1999,ANDHRA PRADESH                ,MEDAK,Groundnut,Kharif,2728,1972
1999,ANDHRA PRADESH                ,MEDAK,Groundnut,Rabi,6266,7294
1999,ANDHRA PRADESH                ,MEDAK,Horse-gram,Kharif,411,113
1999,ANDHRA PRADESH                ,MEDAK,Horse-gram,Rabi,1221,436
1999,ANDHRA PRADESH                ,MEDAK,Jowar,Kharif,47644,31636
1999,ANDHRA PRADESH                ,MEDAK,Jowar,Rabi,43231,25204
1999,ANDHRA PRADESH                ,MEDAK,Linseed,Rabi,1034,85
1999,ANDHRA PRADESH                ,MEDAK,Maize,Kharif,83538,175430
1999,ANDHRA PRADESH                ,MEDAK,Maize,Rabi,2635,10132
1999,ANDHRA PRADESH                ,MEDAK,Masoor,Kharif,17228,7046
1999,ANDHRA PRADESH                ,MEDAK,Masoor,Rabi,70,29
1999,ANDHRA PRADESH                ,MEDAK,Moong,Kharif,40430,26441
1999,ANDHRA PRADESH                ,MEDAK,Moong,Rabi,36,12
1999,ANDHRA PRADESH                ,MEDAK,Onion,Whole year,4396,61053
1999,ANDHRA PRADESH                ,MEDAK,Ragi,Kharif,89,48
1999,ANDHRA PRADESH                ,MEDAK,Ragi,Rabi,1,2
1999,ANDHRA PRADESH                ,MEDAK,Rapeseed &Mustard,Rabi,11,2
1999,ANDHRA PRADESH                ,MEDAK,Rice,Kharif,78489,159097
1999,ANDHRA PRADESH                ,MEDAK,Rice,Rabi,34338,63285
1999,ANDHRA PRADESH                ,MEDAK,Safflower,Rabi,4787,3877
1999,ANDHRA PRADESH                ,MEDAK,Sesamum,Kharif,3383,978
1999,ANDHRA PRADESH                ,MEDAK,Sesamum,Rabi,193,28
1999,ANDHRA PRADESH                ,MEDAK,Sugarcane,Whole year,28327,1883780
1999,ANDHRA PRADESH                ,MEDAK,Tobacco,Whole year,11,16
1999,ANDHRA PRADESH                ,MEDAK,Urad,Kharif,22796,12629
1999,ANDHRA PRADESH                ,MEDAK,Urad,Rabi,12,4
1999,ANDHRA PRADESH                ,MEDAK,Wheat,Rabi,4052,2824
1999,ANDHRA PRADESH                ,NALGONDA,Bajra,Kharif,17044,11675
1999,ANDHRA PRADESH                ,NALGONDA,Castor seed,Kharif,69288,15590
1999,ANDHRA PRADESH                ,NALGONDA,Cotton(lint),Kharif,90658,103457
1999,ANDHRA PRADESH                ,NALGONDA,Dry chillies,Whole year,10315,22522
1999,ANDHRA PRADESH                ,NALGONDA,Gram,Rabi,256,169
1999,ANDHRA PRADESH                ,NALGONDA,Groundnut,Kharif,37769,17072
1999,ANDHRA PRADESH                ,NALGONDA,Groundnut,Rabi,10767,10164
1999,ANDHRA PRADESH                ,NALGONDA,Horse-gram,Rabi,2745,752
1999,ANDHRA PRADESH                ,NALGONDA,Jowar,Kharif,12593,6435
1999,ANDHRA PRADESH                ,NALGONDA,Jowar,Rabi,10027,2597
1999,ANDHRA PRADESH                ,NALGONDA,Maize,Kharif,1108,3595
1999,ANDHRA PRADESH                ,NALGONDA,Maize,Rabi,243,934
1999,ANDHRA PRADESH                ,NALGONDA,Masoor,Kharif,29037,8276
1999,ANDHRA PRADESH                ,NALGONDA,Masoor,Rabi,37,11
1999,ANDHRA PRADESH                ,NALGONDA,Moong,Kharif,41853,19838
1999,ANDHRA PRADESH                ,NALGONDA,Rice,Kharif,175702,420279
1999,ANDHRA PRADESH                ,NALGONDA,Rice,Rabi,63295,155769
1999,ANDHRA PRADESH                ,NALGONDA,Safflower,Rabi,65,33
1999,ANDHRA PRADESH                ,NALGONDA,Sesamum,Kharif,7233,962
1999,ANDHRA PRADESH                ,NALGONDA,Sugarcane,Whole year,186,12296
1999,ANDHRA PRADESH                ,NALGONDA,Tobacco,Whole year,159,237
1999,ANDHRA PRADESH                ,NALGONDA,Urad,Rabi,8440,2194
1999,ANDHRA PRADESH                ,NELLORE,Bajra,Kharif,2067,3706
1999,ANDHRA PRADESH                ,NELLORE,Bajra,Rabi,79,142
1999,ANDHRA PRADESH                ,NELLORE,Castor seed,Kharif,5,1
1999,ANDHRA PRADESH                ,NELLORE,Cotton(lint),Kharif,4636,7663
1999,ANDHRA PRADESH                ,NELLORE,Dry chillies,Whole year,3652,7692
1999,ANDHRA PRADESH                ,NELLORE,Gram,Rabi,120,133
1999,ANDHRA PRADESH                ,NELLORE,Groundnut,Kharif,5339,6380
1999,ANDHRA PRADESH                ,NELLORE,Groundnut,Rabi,10766,22310
1999,ANDHRA PRADESH                ,NELLORE,Horse-gram,Kharif,2,1
1999,ANDHRA PRADESH                ,NELLORE,Horse-gram,Rabi,454,165
1999,ANDHRA PRADESH                ,NELLORE,Jowar,Rabi,529,294
1999,ANDHRA PRADESH                ,NELLORE,Maize,Kharif,21,60
1999,ANDHRA PRADESH                ,NELLORE,Masoor,Kharif,652,280
1999,ANDHRA PRADESH                ,NELLORE,Masoor,Rabi,391,168
1999,ANDHRA PRADESH                ,NELLORE,Moong,Kharif,434,308
1999,ANDHRA PRADESH                ,NELLORE,Moong,Rabi,6804,2715
1999,ANDHRA PRADESH                ,NELLORE,Onion,Whole year,35,459
1999,ANDHRA PRADESH                ,NELLORE,Ragi,Kharif,266,277
1999,ANDHRA PRADESH                ,NELLORE,Ragi,Rabi,788,1640
1999,ANDHRA PRADESH                ,NELLORE,Rice,Kharif,45768,136695
1999,ANDHRA PRADESH                ,NELLORE,Rice,Rabi,152441,407231
1999,ANDHRA PRADESH                ,NELLORE,Sesamum,Kharif,7368,1776
1999,ANDHRA PRADESH                ,NELLORE,Sesamum,Rabi,2291,527
1999,ANDHRA PRADESH                ,NELLORE,Sugarcane,Whole year,6562,614664
1999,ANDHRA PRADESH                ,NELLORE,Sunflower,Kharif,3754,3239
1999,ANDHRA PRADESH                ,NELLORE,Tobacco,Whole year,12061,14123
1999,ANDHRA PRADESH                ,NELLORE,Urad,Kharif,141,86
1999,ANDHRA PRADESH                ,NELLORE,Urad,Rabi,14714,9726
1999,ANDHRA PRADESH                ,NIZAMABAD,Bajra,Kharif,1,1
1999,ANDHRA PRADESH                ,NIZAMABAD,Bajra,Rabi,6237,3649
1999,ANDHRA PRADESH                ,NIZAMABAD,Castor seed,Kharif,189,42
1999,ANDHRA PRADESH                ,NIZAMABAD,Cotton(lint),Kharif,15722,24323
1999,ANDHRA PRADESH                ,NIZAMABAD,Dry chillies,Whole year,2931,6026
1999,ANDHRA PRADESH                ,NIZAMABAD,Gram,Rabi,1915,1264
1999,ANDHRA PRADESH                ,NIZAMABAD,Groundnut,Kharif,357,407
1999,ANDHRA PRADESH                ,NIZAMABAD,Groundnut,Rabi,11820,20070
1999,ANDHRA PRADESH                ,NIZAMABAD,Horse-gram,Rabi,82,29
1999,ANDHRA PRADESH                ,NIZAMABAD,Jowar,Kharif,3519,5697
1999,ANDHRA PRADESH                ,NIZAMABAD,Jowar,Rabi,23448,33155
1999,ANDHRA PRADESH                ,NIZAMABAD,Linseed,Rabi,91,5
1999,ANDHRA PRADESH                ,NIZAMABAD,Maize,Kharif,51292,178547
1999,ANDHRA PRADESH                ,NIZAMABAD,Maize,Rabi,5341,20200
1999,ANDHRA PRADESH                ,NIZAMABAD,Masoor,Kharif,2613,941
1999,ANDHRA PRADESH                ,NIZAMABAD,Masoor,Rabi,16,6
1999,ANDHRA PRADESH                ,NIZAMABAD,Moong,Kharif,12510,6643
1999,ANDHRA PRADESH                ,NIZAMABAD,Moong,Rabi,424,142
1999,ANDHRA PRADESH                ,NIZAMABAD,Onion,Whole year,1388,31142
1999,ANDHRA PRADESH                ,NIZAMABAD,Ragi,Kharif,20,19
1999,ANDHRA PRADESH                ,NIZAMABAD,Rapeseed &Mustard,Rabi,12,3
1999,ANDHRA PRADESH                ,NIZAMABAD,Rice,Kharif,115922,295946
1999,ANDHRA PRADESH                ,NIZAMABAD,Rice,Rabi,54336,136332
1999,ANDHRA PRADESH                ,NIZAMABAD,Safflower,Rabi,2304,348
1999,ANDHRA PRADESH                ,NIZAMABAD,Sesamum,Kharif,126,26
1999,ANDHRA PRADESH                ,NIZAMABAD,Sesamum,Rabi,1077,157
1999,ANDHRA PRADESH                ,NIZAMABAD,Sugarcane,Whole year,22405,1530538
1999,ANDHRA PRADESH                ,NIZAMABAD,Sunflower,Kharif,4132,3357
1999,ANDHRA PRADESH                ,NIZAMABAD,Tobacco,Whole year,975,1456
1999,ANDHRA PRADESH                ,NIZAMABAD,Urad,Kharif,13758,9190
1999,ANDHRA PRADESH                ,NIZAMABAD,Urad,Rabi,971,324
1999,ANDHRA PRADESH                ,NIZAMABAD,Wheat,Rabi,1641,875
1999,ANDHRA PRADESH                ,PRAKASAM,Bajra,Kharif,15401,20668
1999,ANDHRA PRADESH                ,PRAKASAM,Bajra,Rabi,718,964
1999,ANDHRA PRADESH                ,PRAKASAM,Castor seed,Kharif,11170,2279
1999,ANDHRA PRADESH                ,PRAKASAM,Cotton(lint),Kharif,41514,45665
1999,ANDHRA PRADESH                ,PRAKASAM,Dry chillies,Whole year,25519,38806
1999,ANDHRA PRADESH                ,PRAKASAM,Gram,Rabi,16875,18765
1999,ANDHRA PRADESH                ,PRAKASAM,Groundnut,Kharif,5174,3984
1999,ANDHRA PRADESH                ,PRAKASAM,Groundnut,Rabi,8241,10870
1999,ANDHRA PRADESH                ,PRAKASAM,Horse-gram,Kharif,37,17
1999,ANDHRA PRADESH                ,PRAKASAM,Horse-gram,Rabi,1417,456
1999,ANDHRA PRADESH                ,PRAKASAM,Jowar,Kharif,2485,634
1999,ANDHRA PRADESH                ,PRAKASAM,Jowar,Rabi,6006,2306
1999,ANDHRA PRADESH                ,PRAKASAM,Maize,Kharif,7137,29383
1999,ANDHRA PRADESH                ,PRAKASAM,Maize,Rabi,3288,15917
1999,ANDHRA PRADESH                ,PRAKASAM,Masoor,Kharif,56326,15490
1999,ANDHRA PRADESH                ,PRAKASAM,Masoor,Rabi,522,144
1999,ANDHRA PRADESH                ,PRAKASAM,Moong,Kharif,12857,9128
1999,ANDHRA PRADESH                ,PRAKASAM,Moong,Rabi,5569,980
1999,ANDHRA PRADESH                ,PRAKASAM,Onion,Whole year,303,4590
1999,ANDHRA PRADESH                ,PRAKASAM,Ragi,Kharif,270,281
1999,ANDHRA PRADESH                ,PRAKASAM,Ragi,Rabi,4246,6420
1999,ANDHRA PRADESH                ,PRAKASAM,Rapeseed &Mustard,Rabi,24,4
1999,ANDHRA PRADESH                ,PRAKASAM,Rice,Kharif,70189,190583
1999,ANDHRA PRADESH                ,PRAKASAM,Rice,Rabi,54885,129541
1999,ANDHRA PRADESH                ,PRAKASAM,Sesamum,Kharif,9399,235
1999,ANDHRA PRADESH                ,PRAKASAM,Sesamum,Rabi,11286,2596
1999,ANDHRA PRADESH                ,PRAKASAM,Sugarcane,Whole year,343,27265
1999,ANDHRA PRADESH                ,PRAKASAM,Sunflower,Kharif,9922,8770
1999,ANDHRA PRADESH                ,PRAKASAM,Tobacco,Whole year,65876,53294
1999,ANDHRA PRADESH                ,PRAKASAM,Urad,Kharif,1225,747
1999,ANDHRA PRADESH                ,PRAKASAM,Urad,Rabi,20019,6506
1999,ANDHRA PRADESH                ,RANGAREDDY,Bajra,Kharif,1224,716
1999,ANDHRA PRADESH                ,RANGAREDDY,Castor seed,Kharif,11407,2316
1999,ANDHRA PRADESH                ,RANGAREDDY,Cotton(lint),Kharif,18346,19101
1999,ANDHRA PRADESH                ,RANGAREDDY,Dry chillies,Whole year,3621,3685
1999,ANDHRA PRADESH                ,RANGAREDDY,Gram,Rabi,4937,3258
1999,ANDHRA PRADESH                ,RANGAREDDY,Groundnut,Kharif,1445,824
1999,ANDHRA PRADESH                ,RANGAREDDY,Groundnut,Rabi,5376,6258
1999,ANDHRA PRADESH                ,RANGAREDDY,Horse-gram,Kharif,1624,448
1999,ANDHRA PRADESH                ,RANGAREDDY,Horse-gram,Rabi,301,107
1999,ANDHRA PRADESH                ,RANGAREDDY,Jowar,Kharif,60145,47635
1999,ANDHRA PRADESH                ,RANGAREDDY,Jowar,Rabi,16894,4105
1999,ANDHRA PRADESH                ,RANGAREDDY,Linseed,Rabi,330,20
1999,ANDHRA PRADESH                ,RANGAREDDY,Maize,Kharif,8253,15846
1999,ANDHRA PRADESH                ,RANGAREDDY,Maize,Rabi,551,2119
1999,ANDHRA PRADESH                ,RANGAREDDY,Masoor,Kharif,37400,17802
1999,ANDHRA PRADESH                ,RANGAREDDY,Moong,Kharif,15875,11811
1999,ANDHRA PRADESH                ,RANGAREDDY,Niger seed,Kharif,960,370
1999,ANDHRA PRADESH                ,RANGAREDDY,Onion,Whole year,2496,49888
1999,ANDHRA PRADESH                ,RANGAREDDY,Ragi,Kharif,8666,10772
1999,ANDHRA PRADESH                ,RANGAREDDY,Ragi,Rabi,320,549
1999,ANDHRA PRADESH                ,RANGAREDDY,Rapeseed &Mustard,Rabi,9,2
1999,ANDHRA PRADESH                ,RANGAREDDY,Rice,Kharif,34109,79167
1999,ANDHRA PRADESH                ,RANGAREDDY,Rice,Rabi,19140,37055
1999,ANDHRA PRADESH                ,RANGAREDDY,Safflower,Rabi,3427,1131
1999,ANDHRA PRADESH                ,RANGAREDDY,Sesamum,Kharif,1750,270
1999,ANDHRA PRADESH                ,RANGAREDDY,Sugarcane,Whole year,1579,104304
1999,ANDHRA PRADESH                ,RANGAREDDY,Sunflower,Kharif,935,472
1999,ANDHRA PRADESH                ,RANGAREDDY,Urad,Kharif,7299,5657
1999,ANDHRA PRADESH                ,RANGAREDDY,Wheat,Rabi,2109,1529
1999,ANDHRA PRADESH                ,SRIKAKULAM,Bajra,Kharif,3672,5016
1999,ANDHRA PRADESH                ,SRIKAKULAM,Cotton(lint),Kharif,1700,2810
1999,ANDHRA PRADESH                ,SRIKAKULAM,Dry chillies,Whole year,3249,5269
1999,ANDHRA PRADESH                ,SRIKAKULAM,Groundnut,Kharif,36853,27492
1999,ANDHRA PRADESH                ,SRIKAKULAM,Groundnut,Rabi,6284,9049
1999,ANDHRA PRADESH                ,SRIKAKULAM,Horse-gram,Rabi,17923,4983
1999,ANDHRA PRADESH                ,SRIKAKULAM,Jowar,Kharif,344,88
1999,ANDHRA PRADESH                ,SRIKAKULAM,Jowar,Rabi,170,77
1999,ANDHRA PRADESH                ,SRIKAKULAM,Maize,Kharif,302,858
1999,ANDHRA PRADESH                ,SRIKAKULAM,Maize,Rabi,18,87
1999,ANDHRA PRADESH                ,SRIKAKULAM,Masoor,Kharif,1820,781
1999,ANDHRA PRADESH                ,SRIKAKULAM,Moong,Kharif,150,107
1999,ANDHRA PRADESH                ,SRIKAKULAM,Moong,Rabi,24544,7118
1999,ANDHRA PRADESH                ,SRIKAKULAM,Onion,Whole year,1404,27488
1999,ANDHRA PRADESH                ,SRIKAKULAM,Ragi,Kharif,3453,3222
1999,ANDHRA PRADESH                ,SRIKAKULAM,Ragi,Rabi,1423,2863
1999,ANDHRA PRADESH                ,SRIKAKULAM,Rice,Kharif,189027,323525
1999,ANDHRA PRADESH                ,SRIKAKULAM,Rice,Rabi,1703,5867
1999,ANDHRA PRADESH                ,SRIKAKULAM,Sesamum,Kharif,1945,469
1999,ANDHRA PRADESH                ,SRIKAKULAM,Sesamum,Rabi,4346,700
1999,ANDHRA PRADESH                ,SRIKAKULAM,Sugarcane,Whole year,3956,320608
1999,ANDHRA PRADESH                ,SRIKAKULAM,Sunflower,Kharif,78,68
1999,ANDHRA PRADESH                ,SRIKAKULAM,Urad,Kharif,180,110
1999,ANDHRA PRADESH                ,SRIKAKULAM,Urad,Rabi,34269,14736
1999,ANDHRA PRADESH                ,SRIKAKULAM,Wheat,Rabi,5,3
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Bajra,Kharif,18351,16956
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Castor seed,Kharif,8,2
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Cotton(lint),Kharif,1197,1979
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Dry chillies,Whole year,4931,8121
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Gram,Rabi,203,226
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Groundnut,Kharif,19218,21332
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Groundnut,Rabi,2346,4042
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Horse-gram,Kharif,466,214
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Horse-gram,Rabi,6525,2486
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Jowar,Kharif,1987,507
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Jowar,Rabi,139,62
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Maize,Kharif,6419,9134
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Maize,Rabi,606,2934
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Masoor,Kharif,6237,2364
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Moong,Kharif,2715,1928
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Moong,Rabi,2199,567
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Niger seed,Kharif,16878,6515
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Onion,Whole year,440,7224
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Ragi,Kharif,33856,35041
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Ragi,Rabi,1582,2973
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Rice,Kharif,103372,134010
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Rice,Rabi,3053,10836
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Safflower,Rabi,2,1
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Sesamum,Kharif,11412,3755
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Sesamum,Rabi,3937,1012
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Sugarcane,Whole year,42490,2352119
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Tobacco,Whole year,554,557
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Urad,Kharif,2724,1662
1999,ANDHRA PRADESH                ,VISAKHAPATNAM,Urad,Rabi,2211,1461
1999,ANDHRA PRADESH                ,VIZIANAGARM,Bajra,Kharif,3910,3715
1999,ANDHRA PRADESH                ,VIZIANAGARM,Castor seed,Kharif,3,1
1999,ANDHRA PRADESH                ,VIZIANAGARM,Cotton(lint),Kharif,10494,17346
1999,ANDHRA PRADESH                ,VIZIANAGARM,Dry chillies,Whole year,3223,5320
1999,ANDHRA PRADESH                ,VIZIANAGARM,Gram,Rabi,97,108
1999,ANDHRA PRADESH                ,VIZIANAGARM,Groundnut,Kharif,67553,69107
1999,ANDHRA PRADESH                ,VIZIANAGARM,Groundnut,Rabi,5876,8444
1999,ANDHRA PRADESH                ,VIZIANAGARM,Horse-gram,Rabi,35591,13560
1999,ANDHRA PRADESH                ,VIZIANAGARM,Jowar,Kharif,361,92
1999,ANDHRA PRADESH                ,VIZIANAGARM,Jowar,Rabi,34,14
1999,ANDHRA PRADESH                ,VIZIANAGARM,Linseed,Rabi,473,182
1999,ANDHRA PRADESH                ,VIZIANAGARM,Maize,Kharif,908,2580
1999,ANDHRA PRADESH                ,VIZIANAGARM,Maize,Rabi,2217,10732
1999,ANDHRA PRADESH                ,VIZIANAGARM,Masoor,Kharif,1488,638
1999,ANDHRA PRADESH                ,VIZIANAGARM,Moong,Kharif,379,269
1999,ANDHRA PRADESH                ,VIZIANAGARM,Moong,Rabi,19456,6323
